Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,TwoP,ZerotoThree,ThreetoTen,TentoSixteen,SixteentoThreeP,ThreeP,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
2020,19,MIN,NBA,SG,72,55,2314,.417,14.2,.571,.306,.145,.047,.072,.429,.483,.647,.318,.246,.276,.329,.392,.632,.066,70,.140,.301,3,0,ROY-2
